日期,菜品编号,菜品名称,时段,星期,是否售罄,真实需求,预测值,预测残差
2026-05-28,D08,水煮鸡片,午餐,周四,是,124.0,133.34145151214528,-9.341451512145284
2026-05-28,D08,水煮鸡片,晚餐,周四,否,100.0,102.00320625678124,-2.0032062567812403
2026-05-28,D09,糖醋里脊,午餐,周四,否,102.0,108.17533930501823,-6.175339305018227
2026-05-28,D09,糖醋里脊,晚餐,周四,否,87.0,94.31627251615963,-7.3162725161596285
2026-05-28,D10,西红柿牛腩,午餐,周四,否,92.0,100.3599962538532,-8.359996253853197
2026-05-28,D10,西红柿牛腩,晚餐,周四,是,80.0,80.59899007486678,-0.5989900748667765
2026-05-29,D01,宫保鸡丁,午餐,周五,是,146.0,140.13888171550855,5.861118284491454
2026-05-29,D01,宫保鸡丁,晚餐,周五,是,111.0,117.12907847746507,-6.129078477465072
2026-05-29,D02,红烧肉,午餐,周五,是,95.0,97.72446434390616,-2.7244643439061633
2026-05-29,D02,红烧肉,晚餐,周五,否,65.0,80.06050892490357,-15.060508924903573
2026-05-29,D03,鱼香肉丝,午餐,周五,否,126.0,121.8422539806013,4.157746019398701
2026-05-29,D03,鱼香肉丝,晚餐,周五,是,103.0,101.3090564427121,1.6909435572878948
2026-05-29,D04,麻婆豆腐,午餐,周五,否,116.0,122.81754344963527,-6.8175434496352665
2026-05-29,D04,麻婆豆腐,晚餐,周五,是,105.0,103.85737970867706,1.1426202913229417
2026-05-29,D05,番茄炒蛋,午餐,周五,否,132.0,146.80710994728824,-14.80710994728824
2026-05-29,D05,番茄炒蛋,晚餐,周五,否,116.0,117.57603409987779,-1.5760340998777878
2026-05-29,D06,青椒土豆丝,午餐,周五,是,112.0,112.48874911507531,-0.4887491150753078
2026-05-29,D06,青椒土豆丝,晚餐,周五,否,89.0,95.02273592041547,-6.022735920415471
2026-05-29,D07,香菇青菜,午餐,周五,是,93.0,91.34796535896086,1.6520346410391369
2026-05-29,D07,香菇青菜,晚餐,周五,否,64.0,74.32700373671686,-10.327003736716861
2026-05-29,D08,水煮鸡片,午餐,周五,是,116.0,116.42918436646595,-0.4291843664659467
2026-05-29,D08,水煮鸡片,晚餐,周五,否,84.0,89.58957369005576,-5.589573690055758
2026-05-29,D09,糖醋里脊,午餐,周五,是,98.0,97.97257411445766,0.0274258855423426
2026-05-29,D09,糖醋里脊,晚餐,周五,是,72.0,79.79706136277177,-7.797061362771771
2026-05-29,D10,西红柿牛腩,午餐,周五,否,83.0,86.61095711815649,-3.6109571181564917
2026-05-29,D10,西红柿牛腩,晚餐,周五,否,68.0,74.43471104576486,-6.434711045764857
2026-06-01,D01,宫保鸡丁,午餐,周一,是,165.0,159.57193791878277,5.428062081217234
2026-06-01,D01,宫保鸡丁,晚餐,周一,否,119.0,129.6122815215026,-10.61228152150261
2026-06-01,D02,红烧肉,午餐,周一,否,120.0,113.32219262171142,6.677807378288577
2026-06-01,D02,红烧肉,晚餐,周一,否,89.0,94.35577488072532,-5.3557748807253205
2026-06-01,D03,鱼香肉丝,午餐,周一,否,137.0,143.08576861498463,-6.08576861498463
2026-06-01,D03,鱼香肉丝,晚餐,周一,否,129.0,128.66014374858645,0.3398562514135506
2026-06-01,D04,麻婆豆腐,午餐,周一,否,140.0,140.62279923837866,-0.6227992383786614
2026-06-01,D04,麻婆豆腐,晚餐,周一,是,125.0,125.71625160829586,-0.7162516082958632
2026-06-01,D05,番茄炒蛋,午餐,周一,是,169.0,160.3275935832537,8.672406416746298
2026-06-01,D05,番茄炒蛋,晚餐,周一,是,147.0,138.61249953305546,8.387500466944545
2026-06-01,D06,青椒土豆丝,午餐,周一,是,139.0,130.21849577053123,8.781504229468766
2026-06-01,D06,青椒土豆丝,晚餐,周一,否,111.0,110.1843010342604,0.8156989657395997
2026-06-01,D07,香菇青菜,午餐,周一,否,108.0,106.78708009522275,1.2129199047772516
2026-06-01,D07,香菇青菜,晚餐,周一,否,85.0,93.78582186993934,-8.78582186993934
2026-06-01,D08,水煮鸡片,午餐,周一,是,134.0,132.49520067973032,1.504799320269683
2026-06-01,D08,水煮鸡片,晚餐,周一,是,109.0,111.3493784004092,-2.3493784004091935
2026-06-01,D09,糖醋里脊,午餐,周一,否,112.0,114.14845265217964,-2.1484526521796425
2026-06-01,D09,糖醋里脊,晚餐,周一,否,93.0,94.35577488072532,-1.3557748807253205
2026-06-01,D10,西红柿牛腩,午餐,周一,否,97.0,100.57525225086464,-3.5752522508646365
2026-06-01,D10,西红柿牛腩,晚餐,周一,是,91.0,87.68978933157895,3.3102106684210497
2026-06-02,D01,宫保鸡丁,午餐,周二,否,153.0,149.74550999064425,3.2544900093557487
2026-06-02,D01,宫保鸡丁,晚餐,周二,否,126.0,125.91906116606556,0.08093883393443946
2026-06-02,D02,红烧肉,午餐,周二,否,112.0,109.90657470986402,2.0934252901359827
2026-06-02,D02,红烧肉,晚餐,周二,否,88.0,90.99886037870913,-2.998860378709125
2026-06-02,D03,鱼香肉丝,午餐,周二,否,131.0,130.22092661134198,0.7790733886580199
2026-06-02,D03,鱼香肉丝,晚餐,周二,是,122.0,120.11215258196673,1.8878474180332745
2026-06-02,D04,麻婆豆腐,午餐,周二,否,130.0,130.06111571192815,-0.061115711928152905
2026-06-02,D04,麻婆豆腐,晚餐,周二,否,106.0,116.94069535094647,-10.94069535094647
2026-06-02,D05,番茄炒蛋,午餐,周二,是,162.0,161.0514439952669,0.9485560047330921
2026-06-02,D05,番茄炒蛋,晚餐,周二,否,130.0,136.98873344418058,-6.988733444180582
2026-06-02,D06,青椒土豆丝,午餐,周二,否,132.0,121.98639664929038,10.013603350709616
2026-06-02,D06,青椒土豆丝,晚餐,周二,是,107.0,108.34818387724476,-1.3481838772447645
2026-06-02,D07,香菇青菜,午餐,周二,否,94.0,101.15098542475903,-7.150985424759028
2026-06-02,D07,香菇青菜,晚餐,周二,否,84.0,83.76122465197768,0.23877534802231537
2026-06-02,D08,水煮鸡片,午餐,周二,是,133.0,123.54191188957824,9.458088110421755
2026-06-02,D08,水煮鸡片,晚餐,周二,否,96.0,99.74507238236342,-3.7450723823634178
2026-06-02,D09,糖醋里脊,午餐,周二,是,119.0,108.88382094967527,10.116179050324732
2026-06-02,D09,糖醋里脊,晚餐,周二,否,90.0,91.4420944592018,-1.4420944592017975
2026-06-02,D10,西红柿牛腩,午餐,周二,是,93.0,97.79713262046218,-4.797132620462179
2026-06-02,D10,西红柿牛腩,晚餐,周二,是,79.0,85.38890229933699,-6.388902299336991
2026-06-03,D01,宫保鸡丁,午餐,周三,是,168.0,149.78747960355173,18.21252039644827
2026-06-03,D01,宫保鸡丁,晚餐,周三,否,127.0,124.25609556258867,2.743904437411331
2026-06-03,D02,红烧肉,午餐,周三,是,117.0,115.23924277025726,1.7607572297427367
2026-06-03,D02,红烧肉,晚餐,周三,否,77.0,89.65105117698485,-12.65105117698485
2026-06-03,D03,鱼香肉丝,午餐,周三,是,139.0,130.1706247319799,8.829375268020101
2026-06-03,D03,鱼香肉丝,晚餐,周三,否,120.0,112.44088220672052,7.5591177932794835
2026-06-03,D04,麻婆豆腐,午餐,周三,是,137.0,134.12677597490026,2.873224025099745
2026-06-03,D04,麻婆豆腐,晚餐,周三,否,113.0,120.19656808619362,-7.196568086193622
2026-06-03,D05,番茄炒蛋,午餐,周三,否,152.0,155.2367888666947,-3.2367888666946953
2026-06-03,D05,番茄炒蛋,晚餐,周三,是,139.0,127.70822331326245,11.291776686737549
2026-06-03,D06,青椒土豆丝,午餐,周三,是,138.0,126.76646960092226,11.233530399077736
2026-06-03,D06,青椒土豆丝,晚餐,周三,否,114.0,106.05874734198254,7.941252658017461
2026-06-03,D07,香菇青菜,午餐,周三,否,98.0,98.4639655685473,-0.46396556854729454
2026-06-03,D07,香菇青菜,晚餐,周三,否,82.0,82.56057592041851,-0.5605759204185148
2026-06-03,D08,水煮鸡片,午餐,周三,否,125.0,131.42586995169026,-6.4258699516902595
2026-06-03,D08,水煮鸡片,晚餐,周三,是,99.0,100.40883237436464,-1.4088323743646356
2026-06-03,D09,糖醋里脊,午餐,周三,否,107.0,111.88854707813815,-4.888547078138146
2026-06-03,D09,糖醋里脊,晚餐,周三,否,90.0,90.35604004606228,-0.3560400460622759
2026-06-03,D10,西红柿牛腩,午餐,周三,否,102.0,98.27825404541808,3.7217459545819196
2026-06-03,D10,西红柿牛腩,晚餐,周三,否,71.0,83.74219097205776,-12.742190972057756
2026-06-04,D01,宫保鸡丁,午餐,周四,是,159.0,146.06655121417973,12.933448785820275
2026-06-04,D01,宫保鸡丁,晚餐,周四,否,116.0,119.82608294054525,-3.8260829405452483
2026-06-04,D02,红烧肉,午餐,周四,否,105.0,104.40103873201487,0.5989612679851319
2026-06-04,D02,红烧肉,晚餐,周四,否,82.0,81.33247229225987,0.6675277077401347
2026-06-04,D03,鱼香肉丝,午餐,周四,是,150.0,125.95872341465046,24.041276585349536
2026-06-04,D03,鱼香肉丝,晚餐,周四,是,115.3013986013986,114.81035687178795,0.4910417296106573
2026-06-04,D04,麻婆豆腐,午餐,周四,是,137.0,126.13070209488862,10.869297905111381
2026-06-04,D04,麻婆豆腐,晚餐,周四,否,109.0,108.22817448680209,0.7718255131979106
2026-06-04,D05,番茄炒蛋,午餐,周四,否,165.0,148.29553628025616,16.704463719743842
2026-06-04,D05,番茄炒蛋,晚餐,周四,否,132.0,124.84387821931868,7.1561217806813175
2026-06-04,D06,青椒土豆丝,午餐,周四,是,140.0,123.26045183092175,16.739548169078247
2026-06-04,D06,青椒土豆丝,晚餐,周四,否,102.0,101.97740259088754,0.022597409112464106
2026-06-04,D07,香菇青菜,午餐,周四,否,101.0,94.30539129419726,6.694608705802736
2026-06-04,D07,香菇青菜,晚餐,周四,否,81.0,79.4626959967481,1.5373040032519043
2026-06-04,D08,水煮鸡片,午餐,周四,是,124.0,119.76558180788099,4.2344181921190085
2026-06-04,D08,水煮鸡片,晚餐,周四,否,103.0,95.68376442394658,7.3162355760534155
2026-06-04,D09,糖醋里脊,午餐,周四,否,107.0,102.73798443613052,4.2620155638694825
2026-06-04,D09,糖醋里脊,晚餐,周四,否,85.0,86.9694979605895,-1.969497960589507
2026-06-04,D10,西红柿牛腩,午餐,周四,否,94.0,94.91491905497658,-0.9149190549765791
2026-06-04,D10,西红柿牛腩,晚餐,周四,否,78.0,80.2023699250293,-2.202369925029302
2026-06-05,D01,宫保鸡丁,午餐,周五,是,124.0,122.47130332697455,1.5286966730254505
2026-06-05,D01,宫保鸡丁,晚餐,周五,是,106.0,94.02219604425103,11.977803955748968
2026-06-05,D02,红烧肉,午餐,周五,是,93.0,83.80431101892009,9.195688981079911
2026-06-05,D02,红烧肉,晚餐,周五,否,68.0,65.53535079974651,2.46464920025349
2026-06-05,D03,鱼香肉丝,午餐,周五,是,113.0,108.02437807102082,4.97562192897918
2026-06-05,D03,鱼香肉丝,晚餐,周五,是,101.0,86.60077655961597,14.399223440384034
2026-06-05,D04,麻婆豆腐,午餐,周五,否,113.0,104.69197126574956,8.308028734250442
2026-06-05,D04,麻婆豆腐,晚餐,周五,否,89.0,86.68175386101521,2.31824613898479
2026-06-05,D05,番茄炒蛋,午餐,周五,否,133.0,114.87959989757243,18.120400102427567
2026-06-05,D05,番茄炒蛋,晚餐,周五,是,111.5117424242424,103.98321744588274,7.5285249783596555
2026-06-05,D06,青椒土豆丝,午餐,周五,否,100.0,102.07810791581946,-2.0781079158194586
2026-06-05,D06,青椒土豆丝,晚餐,周五,是,90.0,78.94185493245264,11.058145067547358
2026-06-05,D07,香菇青菜,午餐,周五,是,76.0,79.00413962114584,-3.004139621145839
2026-06-05,D07,香菇青菜,晚餐,周五,是,65.0,65.43295097548511,-0.4329509754851131
2026-06-05,D08,水煮鸡片,午餐,周五,否,98.0,98.17788205838156,-0.1778820583815559
2026-06-05,D08,水煮鸡片,晚餐,周五,是,82.0,76.96956689828258,5.030433101717421
2026-06-05,D09,糖醋里脊,午餐,周五,否,88.0,83.71968235981517,4.280317640184833
2026-06-05,D09,糖醋里脊,晚餐,周五,是,73.0,66.60306030679331,6.39693969320669
2026-06-05,D10,西红柿牛腩,午餐,周五,否,75.0,74.31414748073585,0.6858525192641451
2026-06-05,D10,西红柿牛腩,晚餐,周五,是,64.0,65.43295097548511,-1.432950975485113
2026-06-08,D01,宫保鸡丁,午餐,周一,是,172.0,159.53015559163129,12.469844408368715
2026-06-08,D01,宫保鸡丁,晚餐,周一,是,146.0,121.43052336825853,24.569476631741466
2026-06-08,D02,红烧肉,午餐,周一,是,121.0,116.67679181569041,4.323208184309593
2026-06-08,D02,红烧肉,晚餐,周一,是,93.0,88.79395531289202,4.206044687107976
2026-06-08,D03,鱼香肉丝,午餐,周一,是,151.0,136.86783719004885,14.132162809951154
2026-06-08,D03,鱼香肉丝,晚餐,周一,否,131.0,126.26639929510759,4.73360070489241
2026-06-08,D04,麻婆豆腐,午餐,周一,是,163.0,138.10950496948803,24.89049503051197
2026-06-08,D04,麻婆豆腐,晚餐,周一,否,117.0,121.91753784794552,-4.917537847945525
2026-06-08,D05,番茄炒蛋,午餐,周一,是,180.0,159.3864381298574,20.613561870142604
2026-06-08,D05,番茄炒蛋,晚餐,周一,否,142.0,138.93577155799835,3.0642284420016495
2026-06-08,D06,青椒土豆丝,午餐,周一,是,147.0,133.59833163287422,13.40166836712578
2026-06-08,D06,青椒土豆丝,晚餐,周一,否,120.0,108.51404584440503,11.485954155594968
2026-06-08,D07,香菇青菜,午餐,周一,否,105.0,103.55478432428681,1.445215675713186
2026-06-08,D07,香菇青菜,晚餐,周一,是,91.0,86.37852745775798,4.621472542242017
2026-06-08,D08,水煮鸡片,午餐,周一,否,135.0,128.11824395617927,6.8817560438207295
2026-06-08,D08,水煮鸡片,晚餐,周一,是,114.0,105.38450152400297,8.615498475997029
2026-06-08,D09,糖醋里脊,午餐,周一,否,117.0,108.3349876930669,8.665012306933093
2026-06-08,D09,糖醋里脊,晚餐,周一,否,93.0,92.95152812735392,0.04847187264607555
2026-06-08,D10,西红柿牛腩,午餐,周一,否,105.0,97.10774835378972,7.892251646210283
2026-06-08,D10,西红柿牛腩,晚餐,周一,否,86.0,92.23027859541364,-6.230278595413637
2026-06-09,D01,宫保鸡丁,午餐,周二,否,153.0,150.54001501719176,2.459984982808237
2026-06-09,D01,宫保鸡丁,晚餐,周二,是,124.0,125.48598285484987,-1.4859828548498655
2026-06-09,D02,红烧肉,午餐,周二,否,111.0,110.59751676181264,0.402483238187358
2026-06-09,D02,红烧肉,晚餐,周二,是,80.0,86.79171594624145,-6.791715946241453
2026-06-09,D03,鱼香肉丝,午餐,周二,否,143.0,130.20873293530013,12.791267064699866
2026-06-09,D03,鱼香肉丝,晚餐,周二,否,117.0,119.76487828527898,-2.764878285278982
2026-06-09,D04,麻婆豆腐,午餐,周二,否,132.0,129.91075407962782,2.0892459203721785
2026-06-09,D04,麻婆豆腐,晚餐,周二,否,115.0,108.17647760866134,6.823522391338656
2026-06-09,D05,番茄炒蛋,午餐,周二,否,156.0,162.2436628000137,-6.243662800013709
2026-06-09,D05,番茄炒蛋,晚餐,周二,是,144.0,126.0622401305619,17.937759869438096
2026-06-09,D06,青椒土豆丝,午餐,周二,否,129.0,127.22556880167373,1.774431198326269
2026-06-09,D06,青椒土豆丝,晚餐,周二,是,106.0,107.67538428494137,-1.675384284941373
2026-06-09,D07,香菇青菜,午餐,周二,是,100.0,99.37869736118166,0.6213026388183351
2026-06-09,D07,香菇青菜,晚餐,周二,否,79.0,86.3831771230607,-7.383177123060705
2026-06-09,D08,水煮鸡片,午餐,周二,否,112.0,121.68027990351722,-9.680279903517217
2026-06-09,D08,水煮鸡片,晚餐,周二,是,100.0,99.53136808381808,0.4686319161819199
2026-06-09,D09,糖醋里脊,午餐,周二,否,99.0,110.95158073640094,-11.951580736400942
2026-06-09,D09,糖醋里脊,晚餐,周二,否,82.0,89.07580221076506,-7.075802210765062
2026-06-09,D10,西红柿牛腩,午餐,周二,否,92.0,98.39657168969593,-6.396571689695932
2026-06-09,D10,西红柿牛腩,晚餐,周二,是,78.0,83.28996034752299,-5.289960347522992
2026-06-10,D01,宫保鸡丁,午餐,周三,是,164.0,155.7630817386878,8.236918261312212
2026-06-10,D01,宫保鸡丁,晚餐,周三,否,129.0,121.45406341125319,7.545936588746812
2026-06-10,D02,红烧肉,午餐,周三,是,121.0,110.56102070059924,10.438979299400756
2026-06-10,D02,红烧肉,晚餐,周三,否,86.0,80.91427938138534,5.085720618614658
2026-06-10,D03,鱼香肉丝,午餐,周三,否,135.0,134.61616440389886,0.38383559610113593
2026-06-10,D03,鱼香肉丝,晚餐,周三,否,120.0,117.29481603482317,2.705183965176829
2026-06-10,D04,麻婆豆腐,午餐,周三,是,151.0,130.66547329661745,20.33452670338255
2026-06-10,D04,麻婆豆腐,晚餐,周三,否,113.0,111.15040151532904,1.8495984846709632
2026-06-10,D05,番茄炒蛋,午餐,周三,是,183.0,149.4505166978596,33.5494833021404
2026-06-10,D05,番茄炒蛋,晚餐,周三,否,141.0,134.02268485863394,6.977315141366063
2026-06-10,D06,青椒土豆丝,午餐,周三,否,133.0,125.88184874369183,7.118151256308167
2026-06-10,D06,青椒土豆丝,晚餐,周三,否,109.0,108.79096376568067,0.20903623431932772
2026-06-10,D07,香菇青菜,午餐,周三,是,110.0,96.27579188610838,13.72420811389162
2026-06-10,D07,香菇青菜,晚餐,周三,否,80.0,81.85779635972342,-1.857796359723423
2026-06-10,D08,水煮鸡片,午餐,周三,否,119.0,118.16429283140776,0.8357071685922364
2026-06-10,D08,水煮鸡片,晚餐,周三,否,95.0,97.39966064278612,-2.3996606427861167
2026-06-10,D09,糖醋里脊,午餐,周三,否,109.0,101.25062587585958,7.749374124140417
2026-06-10,D09,糖醋里脊,晚餐,周三,否,94.0,85.87718774949403,8.122812250505973
2026-06-10,D10,西红柿牛腩,午餐,周三,否,100.0,94.98894635479304,5.011053645206957
2026-06-10,D10,西红柿牛腩,晚餐,周三,是,91.0,80.41811764487055,10.581882355129451
2026-06-11,D01,宫保鸡丁,午餐,周四,否,137.0,151.75998522897626,-14.759985228976262
2026-06-11,D01,宫保鸡丁,晚餐,周四,否,104.0,118.54490498196942,-14.544904981969424
2026-06-11,D02,红烧肉,午餐,周四,是,91.0,107.54710234294637,-16.547102342946374
2026-06-11,D02,红烧肉,晚餐,周四,是,79.0,80.95204123172354,-1.9520412317235412
2026-06-11,D03,鱼香肉丝,午餐,周四,否,123.0,134.5999005835382,-11.599900583538187
2026-06-11,D03,鱼香肉丝,晚餐,周四,否,98.0,112.04525305737421,-14.045253057374211
2026-06-11,D04,麻婆豆腐,午餐,周四,否,123.0,129.43935107051286,-6.439351070512856
2026-06-11,D04,麻婆豆腐,晚餐,周四,是,115.0,106.88130279519476,8.118697204805244
2026-06-11,D05,番茄炒蛋,午餐,周四,否,150.0,157.14335241334635,-7.143352413346349
2026-06-11,D05,番茄炒蛋,晚餐,周四,是,135.0,122.67116459076922,12.328835409230777
2026-06-11,D06,青椒土豆丝,午餐,周四,否,128.0,124.08957955657836,3.9104204434216427
2026-06-11,D06,青椒土豆丝,晚餐,周四,是,111.0,102.2217168201604,8.778283179839605
2026-06-11,D07,香菇青菜,午餐,周四,是,102.0,99.86528182857934,2.1347181714206585
2026-06-11,D07,香菇青菜,晚餐,周四,否,76.0,80.74152559892198,-4.7415255989219816
2026-06-11,D08,水煮鸡片,午餐,周四,是,109.0,113.82882209813502,-4.828822098135021
2026-06-11,D08,水煮鸡片,晚餐,周四,否,87.0,95.46244863914019,-8.462448639140192
2026-06-11,D09,糖醋里脊,午餐,周四,是,102.0,101.60085071832167,0.3991492816783335
2026-06-11,D09,糖醋里脊,晚餐,周四,是,87.0,86.93111211172449,0.06888788827551195
2026-06-11,D10,西红柿牛腩,午餐,周四,是,81.24542124542124,94.871160154869,-13.625738909447762
2026-06-11,D10,西红柿牛腩,晚餐,周四,是,68.0,81.4289131248129,-13.428913124812894
2026-06-12,D01,宫保鸡丁,午餐,周五,是,136.0,133.53825785533132,2.4617421446686762
2026-06-12,D01,宫保鸡丁,晚餐,周五,是,119.0,103.67133399424468,15.328666005755323
2026-06-12,D02,红烧肉,午餐,周五,否,85.0,93.59935782850918,-8.599357828509184
2026-06-12,D02,红烧肉,晚餐,周五,否,70.0,73.59122394889607,-3.591223948896072
2026-06-12,D03,鱼香肉丝,午餐,周五,否,122.0,118.72791205607795,3.2720879439220454
2026-06-12,D03,鱼香肉丝,晚餐,周五,是,103.0,99.08348218495195,3.916517815048053
2026-06-12,D04,麻婆豆腐,午餐,周五,否,120.0,118.86532669520938,1.1346733047906241
2026-06-12,D04,麻婆豆腐,晚餐,周五,是,105.0,100.43055543877833,4.5694445612216725
2026-06-12,D05,番茄炒蛋,午餐,周五,是,147.0,142.98189578338327,4.0181042166167344
2026-06-12,D05,番茄炒蛋,晚餐,周五,否,125.0,121.18505130729794,3.8149486927020604
2026-06-12,D06,青椒土豆丝,午餐,周五,是,182.0,113.35203849399952,68.64796150600048
2026-06-12,D06,青椒土豆丝,晚餐,周五,是,96.0,95.41361619091104,0.5863838090889573
2026-06-12,D07,香菇青菜,午餐,周五,否,83.0,89.23832480877105,-6.238324808771054
2026-06-12,D07,香菇青菜,晚餐,周五,是,74.0,73.48882412463468,0.5111758753653248
2026-06-12,D08,水煮鸡片,午餐,周五,是,115.0,99.2683167316534,15.7316832683466
2026-06-12,D08,水煮鸡片,晚餐,周五,是,85.0,84.33206347246302,0.6679365275369804
2026-06-12,D09,糖醋里脊,午餐,周五,否,100.0,91.18788077963632,8.812119220363684
2026-06-12,D09,糖醋里脊,晚餐,周五,否,73.0,76.91596036446565,-3.915960364465647
2026-06-12,D10,西红柿牛腩,午餐,周五,是,77.0,79.699597865285,-2.699597865285
2026-06-12,D10,西红柿牛腩,晚餐,周五,否,60.0,73.48882412463468,-13.488824124634675
2026-06-15,D01,宫保鸡丁,午餐,周一,否,165.0,167.98805478481228,-2.9880547848122774
2026-06-15,D01,宫保鸡丁,晚餐,周一,否,130.0,138.32413180296084,-8.324131802960835
2026-06-15,D02,红烧肉,午餐,周一,否,99.0,108.61179716433143,-9.611797164331435
2026-06-15,D02,红烧肉,晚餐,周一,否,88.0,89.13745063972134,-1.1374506397213366
2026-06-15,D03,鱼香肉丝,午餐,周一,否,135.0,143.94994299231027,-8.94994299231027
2026-06-15,D03,鱼香肉丝,晚餐,周一,否,118.0,122.5207603121182,-4.520760312118199
2026-06-15,D04,麻婆豆腐,午餐,周一,否,142.0,154.63764224109633,-12.63764224109633
2026-06-15,D04,麻婆豆腐,晚餐,周一,否,135.0,122.24661940059161,12.753380599408388
2026-06-15,D05,番茄炒蛋,午餐,周一,是,188.0,168.01617425701482,19.983825742985175
2026-06-15,D05,番茄炒蛋,晚餐,周一,否,149.0,148.836621040412,0.16337895958798754
2026-06-15,D06,青椒土豆丝,午餐,周一,是,137.0,150.95782353727407,-13.957823537274066
2026-06-15,D06,青椒土豆丝,晚餐,周一,是,116.0,116.69865130398217,-0.6986513039821745
2026-06-15,D07,香菇青菜,午餐,周一,是,112.0,104.60001795859463,7.399982041405366
2026-06-15,D07,香菇青菜,晚餐,周一,否,84.0,90.58527611086997,-6.58527611086997
2026-06-15,D08,水煮鸡片,午餐,周一,否,127.0,130.2590893108685,-3.2590893108684895
2026-06-15,D08,水煮鸡片,晚餐,周一,否,92.0,108.38003391086839,-16.38003391086839
2026-06-15,D09,糖醋里脊,午餐,周一,否,99.0,108.09276974268188,-9.092769742681881
2026-06-15,D09,糖醋里脊,晚餐,周一,是,91.0,93.79624138732628,-2.796241387326276
2026-06-15,D10,西红柿牛腩,午餐,周一,否,84.0,96.66735058622808,-12.667350586228082
2026-06-15,D10,西红柿牛腩,晚餐,周一,否,70.0,83.18920753275586,-13.189207532755859
2026-06-16,D01,宫保鸡丁,午餐,周二,否,137.0,150.7359210086668,-13.735921008666793
2026-06-16,D01,宫保鸡丁,晚餐,周二,否,117.0,119.97713343962924,-2.9771334396292417
2026-06-16,D02,红烧肉,午餐,周二,否,98.0,102.20340698907381,-4.203406989073812
2026-06-16,D02,红烧肉,晚餐,周二,是,85.0,80.10424576216882,4.895754237831184
2026-06-16,D03,鱼香肉丝,午餐,周二,否,124.0,127.3836073766283,-3.383607376628305
2026-06-16,D03,鱼香肉丝,晚餐,周二,否,107.0,108.26216047270405,-1.2621604727040534
2026-06-16,D04,麻婆豆腐,午餐,周二,是,141.0,134.30102485221053,6.698975147789469
2026-06-16,D04,麻婆豆腐,晚餐,周二,是,122.0,115.45162547320477,6.548374526795229
2026-06-16,D05,番茄炒蛋,午餐,周二,否,146.0,161.35341647277386,-15.353416472773858
2026-06-16,D05,番茄炒蛋,晚餐,周二,否,146.0,138.00100472168992,7.998995278310076
2026-06-16,D06,青椒土豆丝,午餐,周二,否,133.0,137.69420099344774,-4.694200993447737
2026-06-16,D06,青椒土豆丝,晚餐,周二,是,113.0,111.59370823056568,1.4062917694343184
2026-06-16,D07,香菇青菜,午餐,周二,否,97.0,103.0749511493244,-6.074951149324406
2026-06-16,D07,香菇青菜,晚餐,周二,是,80.0,81.19912821951816,-1.1991282195181583
2026-06-16,D08,水煮鸡片,午餐,周二,否,120.0,114.100362475235,5.899637524764998
2026-06-16,D08,水煮鸡片,晚餐,周二,否,94.0,94.98730568267928,-0.9873056826792777
2026-06-16,D09,糖醋里脊,午餐,周二,否,97.0,98.5134959415449,-1.5134959415449032
2026-06-16,D09,糖醋里脊,晚餐,周二,否,89.0,86.33717208713429,2.6628279128657084
2026-06-16,D10,西红柿牛腩,午餐,周二,否,82.0,81.92289626559949,0.07710373440050944
2026-06-16,D10,西红柿牛腩,晚餐,周二,否,73.0,77.91195978295785,-4.911959782957851
2026-06-17,D01,宫保鸡丁,午餐,周三,否,154.0,157.86524349418147,-3.8652434941814704
2026-06-17,D01,宫保鸡丁,晚餐,周三,否,127.0,122.46223596134607,4.537764038653933
2026-06-17,D02,红烧肉,午餐,周三,是,107.0,103.97387090799398,3.026129092006016
2026-06-17,D02,红烧肉,晚餐,周三,否,87.0,80.2568728359005,6.743127164099505
2026-06-17,D03,鱼香肉丝,午餐,周三,否,142.0,128.28088225031223,13.719117749687769
2026-06-17,D03,鱼香肉丝,晚餐,周三,否,117.0,107.15061439888244,9.849385601117561
2026-06-17,D04,麻婆豆腐,午餐,周三,否,149.0,135.828085885398,13.171914114602004
2026-06-17,D04,麻婆豆腐,晚餐,周三,否,118.0,112.73527043793842,5.264729562061575
2026-06-17,D05,番茄炒蛋,午餐,周三,否,163.0,164.55194139747482,-1.5519413974748204
2026-06-17,D05,番茄炒蛋,晚餐,周三,否,136.0,136.19409058832878,-0.1940905883287769
2026-06-17,D06,青椒土豆丝,午餐,周三,否,145.0,148.61892520988278,-3.618925209882775
2026-06-17,D06,青椒土豆丝,晚餐,周三,是,114.0,110.06693073928383,3.9330692607161666
2026-06-17,D07,香菇青菜,午餐,周三,否,106.0,97.31098813183586,8.689011868164144
2026-06-17,D07,香菇青菜,晚餐,周三,否,87.0,77.73799237973573,9.26200762026427
2026-06-17,D08,水煮鸡片,午餐,周三,是,131.0,115.03873310734589,15.961266892654109
2026-06-17,D08,水煮鸡片,晚餐,周三,否,96.0,92.28242988381733,3.717570116182671
2026-06-17,D09,糖醋里脊,午餐,周三,是,113.0,100.89019265924969,12.109807340750308
2026-06-17,D09,糖醋里脊,晚餐,周三,否,90.0,88.04969237518286,1.9503076248171425
2026-06-17,D10,西红柿牛腩,午餐,周三,是,96.0,91.3327781477443,4.667221852255693
2026-06-17,D10,西红柿牛腩,晚餐,周三,否,71.0,79.77204503984422,-8.772045039844215
2026-06-18,D01,宫保鸡丁,午餐,周四,是,156.0,135.07256664305578,20.92743335694422
